id,Name,SMILES,Cation_type,Energy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Thermal_correction_to_Enthalpy_Hatree,Entropy_J_per_mol_K,HOMO_Hatree,LUMO_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV,Software,Source,Theory_Level
434,c-c2+c-b39,CC[P+](CC)(CC)COCOC,tetraphosphonium ,-847.6882558,0.250914,0.314338,558.505424,-0.41278,-0.12404,2.875,-847.4373418,-847.3739178,7.853727999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
435,c-c19+c-b28+c-b60+c-b65,C=CCCC[P+](CCC#CCC)(CCC=C)CCCC,tetraphosphonium ,-1085.3943654,0.411217,0.499692,779.1068240000001,-0.35865,-0.1241,3.2431,-1084.9831484,-1084.8946734,6.379760000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
436,c-c19+c-b4+c-b6+c-b39,CCCC[P+](CCCN)(CCCO)CCOC,tetraphosphonium ,-1060.2819663,0.372679,0.449976,680.67404,-0.36647,-0.09186,3.0674,-1059.9092873,-1059.8319903,7.469392,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
437,c-c19+c-b6+c-b19+c-b81,CCCC[P+](CCCC)(CCCN)CCCCF,tetraphosphonium ,-1087.6917723,0.410118,0.48966,700.439256,-0.36688,-0.11279,4.1434,-1087.2816543,-1087.2021123,6.911248,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
438,c-c19+c-b11+c-b38+c-b39,C#CCC[P+](CCCC)(CCOC)CC(F)(F)F,tetraphosphonium ,-1224.9719502,0.281053,0.357473,672.950376,-0.39679,-0.12852,5.1114,-1224.6908972,-1224.6144772,7.296944,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
439,c-c2+c-b47,CC[P+](CC)(CC)COC(C)(C)C,tetraphosphonium ,-851.1003808,0.294946,0.364249,610.286608,-0.40422,-0.11272,3.9718,-850.8054348000001,-850.7361318000001,7.928800000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
440,c-c19+c-b8+c-b76+c-b83,CC#CCC[P+](CCCC)(CCCCCCC)COC,tetraphosphonium ,-1123.7544655,0.432562,0.522828,794.880504,-0.37503,-0.11532,4.3326,-1123.3219035,-1123.2316375,7.064112,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
441,c-c19+c-b8+c-b10+c-b47,CC#CCC[P+](CCC)(CCCC)CC(C)(C)C,tetraphosphonium ,-1009.2562147,0.403784,0.487155,734.158112,-0.37788,-0.10804,1.4999,-1008.8524307,-1008.7690597,7.339647999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
442,c-c19+c-b44+c-b58+c-b81,CCCC[P+](CCCC)(CCCC(C)C)CCC(=O)O,tetraphosphonium ,-1160.9806485,0.438352,0.523379,748.751904,-0.41077,-0.13712,2.0207,-1160.5422965,-1160.4572695,7.443280000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
443,c-c19+c-b10+c-b28+c-b37,C=CCCC[P+](CCC)(CCCC)CCC(C)O,tetraphosphonium ,-1046.4003639,0.408298,0.488007,701.920392,-0.36785,-0.11507,4.696,-1045.9920659,-1045.9123569,6.875616,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
444,c-c19+c-b8+c-b30+c-b38,C#CCC[P+](CCC#CC)(CCCC)CCCCC,tetraphosphonium ,-1046.0844332,0.385592,0.470855,750.827168,-0.3731,-0.11621,1.5421,-1045.6988412,-1045.6135782,6.987408,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
445,c-c19+c-b4+c-b13+c-b81,CCCC[P+](CCCC)(CCCO)CCCC#N,tetraphosphonium ,-1061.2525946,0.377182,0.455147,686.5525600000001,-0.41666,-0.12378,6.6088,-1060.8754126,-1060.7974476,7.966335999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
446,c-c19+c-b4+c-b30+c-b60,C=CCC[P+](CCCC)(CCCO)CCCCC,tetraphosphonium ,-1046.3974339,0.407973,0.488701,710.88252,-0.38211,-0.11965,2.1896,-1045.9894609,-1045.9087329,7.138912,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
447,c-c19+c-b30+c-b60+c-b76,C=CCC[P+](CCCC)(CCCCC)COC,tetraphosphonium ,-1007.0718947,0.379027,0.458685,701.46852,-0.37631,-0.1192,2.9153,-1006.6928677,-1006.6132097,6.993391999999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
448,c-c19+c-b6+c-b43+c-b60,C=CCC[P+](CCC#N)(CCCC)CCCN,tetraphosphonium ,-1000.8458181,0.340491,0.415083,656.854528,-0.36708,-0.12744,3.8684,-1000.5053271,-1000.4307351,6.518208,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
449,c-c19+c-b38+c-b68+c-b80,C#CCC[P+](CCCC)(CCCCC(C)C)CC(C)C,tetraphosphonium ,-1087.8537965,0.458298,0.545236,765.571584,-0.39882,-0.11425,3.9163,-1087.3954985,-1087.3085605,7.740303999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
450,c-c19+c-b4+c-b65+c-b76,CCC#CCC[P+](CCCC)(CCCO)COC,tetraphosphonium ,-1081.0618701,0.359061,0.442305,733.049352,-0.37284,-0.11034,1.8796,-1080.7028091,-1080.6195651,7.14,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
451,c-c19+c-b8+c-b37+c-b81,CC#CCC[P+](CCCC)(CCCC)CCC(C)O,tetraphosphonium ,-1084.4872546,0.408146,0.494067,756.617824,-0.37291,-0.0993,1.7555,-1084.0791086,-1083.9931876,7.442192,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
452,c-c125+c-b60,C=CCCC[P+](CC)(CC)CC,tetraphosphonium ,-774.6538606,0.273378,0.337545,565.045016,-0.3729,-0.12025,3.9087,-774.3804826,-774.3163156,6.872080000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
453,c-c19+c-b4+c-b28+c-b79,C=CCCC[P+](CCCC)(CCCO)CCCCO,tetraphosphonium ,-1121.6160195,0.41184,0.494878,731.2334960000001,-0.36689,-0.11105,2.2649,-1121.2041795,-1121.1211415,6.958848,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
454,c-c19+c-b10+c-b16+c-b44,CCCC[P+](CCC)(CCCCC#N)CCCC(C)C,tetraphosphonium ,-1103.9593581,0.448815,0.535496,763.30804,-0.42554,-0.11276,4.6179,-1103.5105431,-1103.4238621,8.507615999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
455,c-c19+c-b45+c-b76+c-b79,CCCC[P+](CCCCO)(COC)CC(=O)O,tetraphosphonium ,-1114.8698426,0.314835,0.390208,663.733024,-0.39161,-0.14222,1.871,-1114.5550076,-1114.4796346,6.783408,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
456,c-c19+c-b16+c-b30+c-b81,CCCCC[P+](CCCC)(CCCC)CCCCC#N,tetraphosphonium ,-1103.9461814,0.448937,0.535861,765.4544320000001,-0.42331,-0.11903,6.1873,-1103.4972444,-1103.4103204,8.276416,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
457,c-c19+c-b13+c-b40+c-b78,CCCCCC[P+](CCCC)(CCCC#N)CN(C)C,tetraphosphonium ,-1119.969227,0.439071,0.524176,749.429712,-0.35964,-0.1248,3.4399,-1119.530156,-1119.445051,6.387648,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
458,c-c19+c-b38+c-b39+c-b43,C#CCC[P+](CCC#N)(CCCC)CCOC,tetraphosphonium ,-1019.4643558,0.302841,0.3789,669.778904,-0.40079,-0.12699,5.0821,-1019.1615148,-1019.0854558,7.44736,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
459,c-c19+c-b10+c-b71+c-b73,CCCCCCC[P+](CCC)(CCCC)CCC(C)C,tetraphosphonium ,-1090.325955,0.504749,0.592403,771.876872,-0.40832,-0.11289,5.6614,-1089.821206,-1089.733552,8.035696,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
460,c-c19+c-b30+c-b40+c-b44,CCCCC[P+](CCCC)(CCCC(C)C)CN(C)C,tetraphosphonium ,-1106.3458773,0.490307,0.580211,791.7006640000001,-0.35356,-0.11421,1.275,-1105.8555703,-1105.7656663,6.510319999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
461,c-c19+c-b4+c-b37+c-b43,CCCC[P+](CCC#N)(CCCO)CCC(C)O,tetraphosphonium ,-1097.1711966,0.355958,0.431687,666.86684,-0.38059,-0.12953,6.3711,-1096.8152386,-1096.7395096,6.828831999999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
462,c-c19+c-b30+c-b47+c-b79,CCCCC[P+](CCCC)(CCCCO)CC(C)(C)C,tetraphosphonium ,-1126.2456896,0.483143,0.569225,758.0320160000001,-0.39227,-0.10136,2.4583,-1125.7625466,-1125.6764646,7.912752,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
463,c-c125+c-b32,CC[P+](CC)(CC)CCCCC(F)(F)C(F)(F)C(F)F,tetraphosphonium ,-1449.9681628,0.296481,0.377945,717.371904,-0.43076,-0.1212,14.2096,-1449.6716818,-1449.5902178,8.420031999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
464,c-c19+c-b6+c-b13+c-b39,CCCC[P+](CCCN)(CCCC#N)CCOC,tetraphosphonium ,-1077.2848203,0.365557,0.444227,692.7616160000001,-0.33623,-0.12219,4.9536,-1076.9192633,-1076.8405933,5.821888,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
465,c-c19+c-b39+c-b68+c-b81,CCCC[P+](CCCC)(CCCCC(C)C)CCOC,tetraphosphonium ,-1126.230912,0.481488,0.569283,773.1195200000001,-0.39791,-0.10324,3.3013,-1125.749424,-1125.661629,8.015023999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
466,c-c19+c-b13+c-b16+c-b81,CCCC[P+](CCCC)(CCCC#N)CCCCC#N,tetraphosphonium ,-1117.5718982,0.394136,0.478945,746.827264,-0.42128,-0.12812,8.3698,-1117.1777622,-1117.0929532,7.973951999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
467,c-c19+c-b10+c-b31+c-b38,C#CCC[P+](CCC)(CCCC)CCCC(F)(F)F,tetraphosphonium ,-1228.385454,0.329712,0.410153,708.367936,-0.39884,-0.11903,5.5855,-1228.055742,-1227.975301,7.610832,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
468,c-c19+c-b39+c-b58+c-b60,C=CCC[P+](CCCC)(CCOC)CCC(=O)O,tetraphosphonium ,-1117.0344695,0.340099,0.419023,695.0000560000001,-0.38363,-0.13936,2.7249,-1116.6943705,-1116.6154465,6.644144,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
469,c-c19+c-b10+c-b43+c-b81,CCCC[P+](CCC)(CCC#N)CCCC,tetraphosphonium ,-946.7252638,0.347265,0.419756,638.348696,-0.44413,-0.13035,6.4043,-946.3779988,-946.3055078,8.534816000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
470,c-c19+c-b10+c-b13+c-b68,CCCC[P+](CCC)(CCCC#N)CCCCC(C)C,tetraphosphonium ,-1103.9471509,0.448908,0.535285,760.634464,-0.40749,-0.12613,8.3291,-1103.4982429,-1103.4118659,7.652992000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
471,c-c2+c-b86,CC[P+](CC)(CC)COc1ccc(Cl)cc1Cl,tetraphosphonium ,-1844.0888408,0.242657,0.317092,655.4696240000001,-0.34824,-0.14135,12.136,-1843.8461838,-1843.7717488,5.627408,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
472,c-c19+c-b6+c-b43+c-b78,CCCCCC[P+](CCC#N)(CCCC)CCCN,tetraphosphonium ,-1080.6856836,0.414178,0.496382,723.886392,-0.36486,-0.12444,5.0234,-1080.2715056,-1080.1893016,6.539424,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
473,c-c19+c-b36+c-b38+c-b76,C#CCC[P+](CCCC)(COC)Cc1ccccc1,tetraphosphonium ,-1079.6301003,0.327671,0.403172,664.85852,-0.36335,-0.13747,3.2681,-1079.3024293,-1079.2269283,6.143936,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
474,c-c19+c-b30+c-b58+c-b79,CCCCC[P+](CCCC)(CCCCO)CCC(=O)O,tetraphosphonium ,-1196.9053177,0.415592,0.501231,754.1283440000001,-0.39157,-0.12857,3.6773,-1196.4897257,-1196.4040867,7.1536,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
475,c-c19+c-b3+c-b38+c-b79,C#CCC[P+](CCCC)(CCCCO)CC1CCCC1,tetraphosphonium ,-1122.5600215,0.419692,0.502105,725.723168,-0.39268,-0.11343,2.0594,-1122.1403295,-1122.0579165,7.5956,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
476,c-c19+c-b10+c-b11+c-b13,CCCC[P+](CCC)(CCCC#N)CC(F)(F)F,tetraphosphonium ,-1205.1719847,0.294978,0.370619,666.0886160000001,-0.45477,-0.13295,5.6125,-1204.8770067,-1204.8013657,8.753504,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
477,c-c19+c-b13+c-b39+c-b79,CCCC[P+](CCCC#N)(CCCCO)CCOC,tetraphosphonium ,-1136.4661725,0.381178,0.461085,703.652568,-0.3713,-0.11839,5.0978,-1136.0849945,-1136.0050875,6.879152,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
478,c-c19+c-b4+c-b13+c-b79,CCCC[P+](CCCO)(CCCC#N)CCCCO,tetraphosphonium ,-1136.4708273,0.379159,0.461158,722.087272,-0.37265,-0.12201,7.5423,-1136.0916683,-1136.0096693,6.817407999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
479,c-c19+c-b13+c-b38+c-b72,C#CCC[P+](CCCC)(CCCC#N)CCC(C)CC,tetraphosphonium ,-1101.4824168,0.40563,0.488852,732.852704,-0.39879,-0.12726,4.0354,-1101.0767868,-1100.9935648,7.385615999999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
480,c-c19+c-b10+c-b47+c-b78,CCCCCC[P+](CCC)(CCCC)CC(C)(C)C,tetraphosphonium ,-1051.0208703,0.477339,0.56268,751.5133440000001,-0.42394,-0.1114,2.4586,-1050.5435313,-1050.4581903,8.501088,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
481,c-c19+c-b12+c-b38+c-b45,C#CCC[P+](CCCC)(CC(=O)O)CC(=O)C(C)(C)C,tetraphosphonium ,-1193.2327964,0.343787,0.428265,743.906832,-0.38748,-0.16076,3.158,-1192.8890094,-1192.8045314,6.166784,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
482,c-c19+c-b13+c-b28+c-b38,C#CCC[P+](CCCC)(CCCC#N)CCCC=C,tetraphosphonium ,-1060.9361115,0.354826,0.436821,722.037064,-0.37122,-0.13146,4.3987,-1060.5812855,-1060.4992905,6.521472,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
483,c-c125+c-b46,CC[P+](CC)(CC)CCc1ccc(C)cc1,tetraphosphonium ,-928.3069671,0.315996,0.385783,614.5333680000001,-0.35393,-0.13111,5.5902,-927.9909710999999,-927.9211841,6.060704,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
484,c-c19+c-b30+c-b37+c-b39,CCCCC[P+](CCCC)(CCOC)CCC(C)O,tetraphosphonium ,-1122.8411621,0.433938,0.517112,732.421752,-0.38078,-0.10666,3.9202,-1122.4072241,-1122.3240501,7.456064,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
485,c-c19+c-b10+c-b58+c-b73,CCCC[P+](CCC)(CCC(=O)O)CCC(C)C,tetraphosphonium ,-1082.3806459,0.385232,0.465142,703.6902240000001,-0.42128,-0.13639,4.1687,-1081.9954139,-1081.9155039,7.749007999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
486,c-c19+c-b13+c-b76+c-b79,CCCC[P+](CCCC#N)(CCCCO)COC,tetraphosphonium ,-1097.1468228,0.350847,0.431354,708.945328,-0.38121,-0.12663,4.4413,-1096.7959758,-1096.7154688,6.924576000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
487,c-c19+c-b10+c-b28+c-b39,C=CCCC[P+](CCC)(CCCC)CCOC,tetraphosphonium ,-1007.0859081,0.380257,0.459258,695.677864,-0.36004,-0.10778,3.4505,-1006.7056511,-1006.6266501,6.861472000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
488,c-c19+c-b13+c-b43+c-b73,CCCC[P+](CCC#N)(CCCC#N)CCC(C)C,tetraphosphonium ,-1078.2674434,0.36887,0.448998,705.6106800000001,-0.43757,-0.13783,6.6409,-1077.8985734,-1077.8184454,8.152928,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
489,c-c2+c-b69,CCCCCCCCCCOC[P+](CC)(CC)CC,tetraphosphonium ,-1086.914587,0.451843,0.539959,775.947904,-0.37703,-0.11488,13.6384,-1086.462744,-1086.374628,7.130479999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
490,c-c124+c-b40,CCCC[P+](CCCC)(CCCC)CCN(C)C,tetraphosphonium ,-1027.7411433,0.44028,0.523092,729.2419120000001,-0.3453,-0.11039,0.9768,-1027.3008633,-1027.2180513,6.389552,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
491,c-c19+c-b29+c-b60+c-b80,C=CCC[P+](CCCC)(CC(C)C)CC(C)C,tetraphosphonium ,-971.1824572,0.403256,0.481407,688.2010560000001,-0.38241,-0.1201,1.1469,-970.7792012,-970.7010502,7.134832000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
492,c-c19+c-b4+c-b60+c-b65,C=CCC[P+](CCC#CCC)(CCCC)CCCO,tetraphosphonium ,-1083.2356771,0.384151,0.471195,766.5088,-0.3581,-0.11957,2.9669,-1082.8515261,-1082.7644821,6.488015999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
493,c-c19+c-b4+c-b6+c-b30,CCCCC[P+](CCCC)(CCCN)CCCO,tetraphosphonium ,-1063.6735852,0.421579,0.501896,707.2759120000001,-0.36708,-0.10907,2.4938,-1063.2520062,-1063.1716892,7.017872000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
494,c-c19+c-b4+c-b30+c-b72,CCCCC[P+](CCCC)(CCCO)CCC(C)CC,tetraphosphonium ,-1126.2393717,0.48148,0.56971,776.9436959999999,-0.39984,-0.10658,3.0885,-1125.7578917,-1125.6696617,7.976671999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
495,c-c19+c-b30+c-b60+c-b81,C=CCC[P+](CCCC)(CCCC)CCCCC,tetraphosphonium ,-1010.4819881,0.42979,0.511496,719.50156,-0.38274,-0.12043,2.6176,-1010.0521981,-1009.9704921,7.134832000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
496,c-c19+c-b45+c-b79+c-b81,CCCC[P+](CCCC)(CCCCO)CC(=O)O,tetraphosphonium ,-1118.2842456,0.361885,0.442851,712.987072,-0.37634,-0.14944,2.4397,-1117.9223606,-1117.8413946,6.17168,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
497,c-c19+c-b47+c-b71+c-b76,CCCCCCC[P+](CCCC)(COC)CC(C)(C)C,tetraphosphonium ,-1126.221169,0.480731,0.568008,768.5631440000001,-0.40619,-0.11414,5.2774,-1125.740438,-1125.653161,7.943759999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
498,c-c19+c-b6+c-b44+c-b81,CCCC[P+](CCCC)(CCCN)CCCC(C)C,tetraphosphonium ,-1067.0661829,0.468787,0.553048,741.9989280000001,-0.36271,-0.1079,3.4647,-1066.5973959,-1066.5131349,6.930832,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
499,c-c19+c-b37+c-b65+c-b76,CCC#CCC[P+](CCCC)(CCC(C)O)COC,tetraphosphonium ,-1120.3780709,0.384716,0.470597,756.262184,-0.37134,-0.10936,2.907,-1119.9933549,-1119.9074739,7.125856,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
500,c-c125+c-b54,CCCCCCCCCCCCC[P+](CC)(CC)CC,tetraphosphonium ,-1090.3217038,0.502405,0.592849,796.4411360000001,-0.36537,-0.11595,17.7157,-1089.8192988,-1089.7288548,6.784223999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
501,c-c19+c-b7+c-b10+c-b38,C#CCC[P+](CCC)(CCCC)CCCC(C)CC,tetraphosphonium ,-1048.5520367,0.432955,0.51679,738.2500640000001,-0.39931,-0.11384,3.9854,-1048.1190817,-1048.0352467,7.764784,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
502,c-c19+c-b10+c-b65+c-b72,CCC#CCC[P+](CCC)(CCCC)CCC(C)CC,tetraphosphonium ,-1087.8673681,0.456778,0.546088,786.46648,-0.37498,-0.10603,2.7482,-1087.4105901,-1087.3212801,7.315439999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
503,c-c19+c-b16+c-b39+c-b81,CCCC[P+](CCCC)(CCCCC#N)CCOC,tetraphosphonium ,-1100.5478504,0.400647,0.483744,731.7481280000001,-0.40523,-0.11676,5.6061,-1100.1472034,-1100.0641064,7.846384,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
504,c-c19+c-b10+c-b11+c-b38,C#CCC[P+](CCC)(CCCC)CC(F)(F)F,tetraphosphonium ,-1149.7626854,0.277141,0.352015,659.3398240000001,-0.41179,-0.13434,5.134,-1149.4855444,-1149.4106704,7.546639999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
505,c-c19+c-b13+c-b19+c-b38,C#CCC[P+](CCCC)(CCCC#N)CCCCF,tetraphosphonium ,-1122.1026381,0.345842,0.425327,699.945544,-0.40484,-0.13124,5.8384,-1121.7567961,-1121.6773111,7.441919999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
506,c-c2+c-b45,CC[P+](CC)(CC)COC(=O)O,tetraphosphonium ,-882.4548594,0.207355,0.26852,538.618872,-0.4416,-0.13363,3.5724,-882.2475044,-882.1863394000001,8.376783999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
507,c-c19+c-b38+c-b79+c-b81,C#CCC[P+](CCCC)(CCCC)CCCCO,tetraphosphonium ,-1045.1564625,0.384156,0.465306,714.60628,-0.38229,-0.11215,1.198,-1044.7723065,-1044.6911565,7.347808000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
508,c-c19+c-b16+c-b30+c-b43,CCCCC[P+](CCC#N)(CCCC)CCCCC#N,tetraphosphonium ,-1117.5677989,0.393294,0.478572,750.9568720000001,-0.42794,-0.13431,4.789,-1117.1745049,-1117.0892269,7.986735999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
509,c-c19+c-b11+c-b16+c-b38,C#CCC[P+](CCCC)(CCCCC#N)CC(F)(F)F,tetraphosphonium ,-1281.3037475,0.30019,0.381812,718.765176,-0.41139,-0.13582,7.3033,-1281.0035575,-1280.9219355,7.495504,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
